,Title,url,Rank,Years of running,Certificate,Run time in minutes,Genre,Rating,Actors,Votes,Synopsis
87,/title/tt2467372/?ref_=ttls_li_tt,Brooklyn Nine-Nine,88,(2013–2021),14,22  ,"Comedy, Crime",8.4,"['Andy Samberg', 'Stephanie Beatriz', 'Terry Crews', 'Melissa Fumero']",331395,"Comedy series following the exploits of Det. Jake Peralta and his diverse, lovable colleagues as they police the NYPD's 99th Precinct."
88,/title/tt0149460/?ref_=ttls_li_tt,Futurama,89,(1999–2023),14,22  ,"Animation, Adventure, Comedy",8.5,"['Billy West', 'John DiMaggio', 'Katey Sagal', 'Tress MacNeille']",245239,"Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999."
89,/title/tt0248654/?ref_=ttls_li_tt,Six Feet Under,90,(2001–2005),MA,60  ,"Comedy, Drama",8.7,"['Peter Krause', 'Michael C. Hall', 'Frances Conroy', 'Lauren Ambrose']",138593,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.
90,/title/tt0988824/?ref_=ttls_li_tt,Naruto: Shippuden,91,(2007–2017),PG,24  ,"Animation, Action, Adventure",8.7,"['Alexandre Crepet', 'Junko Takeuchi', 'Maile Flanagan', 'Kate Higgins']",136092,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
91,/title/tt0200276/?ref_=ttls_li_tt,The West Wing,92,(1999–2006),14,44  ,Drama,8.9,"['Martin Sheen', 'Rob Lowe', 'Allison Janney', 'John Spencer']",80075,Inside the lives of staffers in the West Wing of the White House.
92,/title/tt0092455/?ref_=ttls_li_tt,Star Trek: The Next Generation,93,(1987–1994),PG,44  ,"Action, Adventure, Sci-Fi",8.7,"['Patrick Stewart', 'Brent Spiner', 'Jonathan Frakes', 'LeVar Burton']",126903,"Set almost 100 years after Captain Kirk's 5-year mission, a new generation of Starfleet officers sets off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before."
93,/title/tt0072500/?ref_=ttls_li_tt,Fawlty Towers,94,(1975–1979),PG,30  ,Comedy,8.8,"['John Cleese', 'Prunella Scales', 'Andrew Sachs', 'Connie Booth']",96071,"Hotel owner Basil Fawlty's incompetence, short fuse, and arrogance form a combination that ensures accidents and trouble are never far away."
94,/title/tt5788792/?ref_=ttls_li_tt,The Marvelous Mrs. Maisel,95,(2017–2023),MA,57  ,"Comedy, Drama",8.7,"['Rachel Brosnahan', 'Alex Borstein', 'Michael Zegen', 'Marin Hinkle']",122563,"After her husband leaves her, young mother of two Miriam ""Midge"" Maisel discovers that she has a talent for stand-up comedy. Could this be her calling?"
95,/title/tt1486217/?ref_=ttls_li_tt,Archer,96,(2009– ),MA,22  ,"Animation, Action, Comedy",8.6,"['H. Jon Benjamin', 'Judy Greer', 'Amber Nash', 'Chris Parnell']",158844,Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.
96,/title/tt3920596/?ref_=ttls_li_tt,Big Little Lies,97,(2017–2019),MA,60  ,"Crime, Drama, Mystery",8.5,"['Reese Witherspoon', 'Nicole Kidman', 'Shailene Woodley', 'Adam Scott']",209084,The apparently-perfect lives of upper-class mothers of students at a prestigious elementary school unravel to the point of murder when a single mother moves to their quaint California beach town.
97,/title/tt9335498/?ref_=ttls_li_tt,Demon Slayer: Kimetsu no Yaiba,98,(2019– ),MA,24  ,"Animation, Action, Adventure",8.7,"['Natsuki Hanae', 'Zach Aguilar', 'Yoshitsugu Matsuoka', 'Abby Trott']",117127,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
98,/title/tt0081912/?ref_=ttls_li_tt,Only Fools and Horses,99,(1981–2003),PG,95  ,Comedy,9,"['David Jason', 'Nicholas Lyndhurst', 'Roger Lloyd Pack', 'Buster Merryfield']",53723,Comedy that follows two brothers from London's rough Peckham estate as they wheel and deal through a number of dodgy deals and search for the big score that'll make them millionaires.
99,/title/tt6468322/?ref_=ttls_li_tt,Money Heist,100,(2017–2021),MA,70  ,"Action, Crime, Drama",8.2,"['Úrsula Corberó', 'Álvaro Morte', 'Itziar Ituño', 'Pedro Alonso']",494468,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.
